"year","cbr","cdr","real_wage","fd_cbr","fd_cdr","fd_real_wage"
1777,33.0335767107257,24.9343896061815,1.26582278481013,NA,NA,NA
1778,34.8151433598906,26.6450773815115,1.28205128205128,1.78156664916486,1.71068777533005,0.0162284972411555
1779,36.6987595245645,28.5016286644951,1.30081300813008,1.88361616467388,1.85655128298359,0.0187617260787993
1780,35.7051702200572,21.7357517016777,1.29136400322841,-0.993589304507289,-6.76587696281737,-0.00944900490167133
1781,33.4635556333377,25.5518922692741,1.14942528735632,-2.24161458671954,3.81614056759638,-0.141938715872088
1782,32.0494312218027,27.2570847502678,1.22230710466005,-1.41412441153499,1.70519248099367,0.0728818173037242
1783,30.3270630609099,28.1069963842228,1.17044623262619,-1.72236816089274,0.849911633954985,-0.0518608720338569
1784,31.5264186771822,29.7482922898425,1.28720836685438,1.19935561627223,1.64129590561975,0.116762134228196
1785,31.4306030333975,28.2981131952467,1.12866817155756,-0.0958156437846078,-1.45017909459579,-0.158540195296822
1786,32.8921438156649,25.9441508230107,1.10294117647059,1.46154078226734,-2.353962372236,-0.0257269950869738
1787,31.4743731773188,23.9521785574614,1.16913484021824,-1.41777063834608,-1.99197226554932,0.0661936637476501
1788,33.8669671817242,26.6839801407498,1.10456553755523,2.39259400440541,2.73180158328835,-0.0645693026630103
1789,32.0088768753472,33.1298973326012,1.0752688172043,-1.85809030637704,6.44591719185144,-0.0292967203509271
1790,30.4841965191078,30.4330163360747,1.078360891445,-1.52468035623938,-2.69688099652653,0.00309207424070257
1791,32.625140943725,25.4876368150704,1.16618075801749,2.14094442461721,-4.94537952100423,0.0878198665724892
1792,36.5835661654702,23.8998371265679,1.161995898838,3.95842522174519,-1.58779968850258,-0.00418485917948863
1793,34.3877210752407,24.2735804290017,1.10174983797797,-2.19584509022951,0.37374330243383,-0.060246060860039
1794,33.7896596010885,23.5982501475526,1.07223476297968,-0.598061474152225,-0.675330281449082,-0.0295150749982811
1795,32.0362544982156,27.9396613283888,1.07353730542136,-1.75340510287282,4.34141118083623,0.00130254244167927
1796,34.6779632163739,24.650747610723,1.13452188006483,2.64170871815824,-3.28891371766586,0.0609845746434663
1797,34.766788187926,23.8065164693893,1.20798319327731,0.0888249715520786,-0.844231141333719,0.0734613132124815
1798,33.6800054509902,23.0818578448619,1.16335433834222,-1.08678273693581,-0.724658624527365,-0.0446288549350913
1799,32.0231633392339,25.1815379065273,1.08650229837025,-1.65684211175623,2.09968006166537,-0.0768520399719732
1800,28.7205566996635,31.4299950513318,0.942079553384508,-3.30260663957047,6.24845714480452,-0.144422744985739
1801,30.0404741894104,26.0798221109187,1.00466451381414,1.3199174897469,-5.35017294041313,0.0625849604296292
1802,31.7158180119683,23.7076406000379,0.997782705099778,1.67534382255791,-2.37218151088076,-0.00688180871435884
1803,31.3575178813133,23.7676744168461,0.962278675904542,-0.358300130654985,0.0600338168082075,-0.0355040291952362
1804,31.9015481075162,24.8658718579627,0.996309963099631,0.544030226202903,1.0981974411166,0.0340312871950889
1805,31.7257836644043,23.483097499427,0.99964298464834,-0.175764443111916,-1.38277435853568,0.00333302154870885
1806,30.7501568822447,27.5123217500225,0.946372239747634,-0.975626782159544,4.02922425059543,-0.0532707449007058
1807,31.1572706391961,26.2175931232327,0.914076782449726,0.407113756951354,-1.29472862678976,-0.0322954572979083
1808,30.3924727029466,34.8500737180699,0.826056171819684,-0.76479793624949,8.63248059483718,-0.0880206106300421
1809,26.6711353607821,40.0407159976208,0.906976744186047,-3.72133734216452,5.19064227955086,0.0809205723663629
1810,32.9472041469156,31.5657061170846,1.00410771337289,6.27606878613351,-8.47500988053618,0.0971309691868425
1811,35.3023005442067,28.8060981768535,1.03400278385365,2.35509639729113,-2.75960794023111,0.0298950704807597
1812,33.5719588701166,30.2660656102218,1.05474635861376,-1.73034167409013,1.45996743336832,0.0207435747601132
1813,29.74396672951,27.3672081656421,1.19945167923235,-3.82799214060657,-2.89885744457966,0.144705320618589
1814,31.1945851560716,25.0747091331273,1.19026781025731,1.45061842656164,-2.29249903251485,-0.0091838689750432
1815,34.7679708343717,23.5877589528371,1.25786163522013,3.5733856783001,-1.48695018029013,0.0675938249628181
1816,35.3221630008766,22.6597213126316,1.18719889883001,0.554192166504819,-0.928037640205517,-0.0706627363901191
1817,33.4019668749848,24.2533960452894,1.16869918699187,-1.92019612589176,1.59367473265776,-0.0184997118381367
1818,33.8265467000431,24.3673160276519,1.13524185587364,0.424579825058245,0.113919982362571,-0.0334573311182274
1819,32.9862307446549,27.3603654678603,1.10875591064732,-0.840315955388192,2.99304944020831,-0.0264859452263249
1820,32.9705604035387,24.4555977203792,1.16089243606022,-0.0156703411161274,-2.90476774748104,0.0521365254129036
1821,35.4425701945507,25.5664451955131,1.31243878550441,2.472009791012,1.11084747513388,0.151546349444186
1822,35.8781431275755,22.5938449177354,1.28354725787631,0.435572933024794,-2.97260027777767,-0.0288915276280948
1823,36.8332250616923,21.0171936365514,1.36567468406033,0.955081934116819,-1.57665128118402,0.0821274261840217
1824,34.5563477075312,20.7743558420859,1.37931034482759,-2.27687735416112,-0.242837794465466,0.0136356607672521
1825,36.490588618312,20.5397107743906,1.41648632697226,1.93424091078082,-0.234645067695375,0.0371759821446742
1826,34.8356885307463,22.6058063426239,1.10982275964883,-1.65490008756571,2.06609556823336,-0.306663567323428
1827,31.2954160442534,23.051333245512,1.23982235381199,-3.54027248649288,0.445526902888041,0.129999594163159
1828,33.6078475878437,26.7371197643919,1.33412982875348,2.31243154359029,3.68578651887994,0.0943074749414932
1829,34.8474234315017,28.973785972483,1.27723516153268,1.23957584365793,2.23666620809107,-0.0568946672208022
1830,32.9064437525712,24.0822198582769,1.23478883321403,-1.94097967893047,-4.8915661142061,-0.042446328318652
1831,30.4892520834766,26.0053251598429,1.17416829745597,-2.41719166909464,1.92310530156601,-0.0606205357580614
